patrimonio;ip;tipo;local;idEscolaComp
134345;192.168.134.206;PC;SALA DE AULA;171
134346;192.168.134.207;PC;SALA DE AULA;171
134359;;PC;SALA DE AULA;171
124956;192.168.91.22;PC;COORDENA?ÄO;189
124957;192.168.91.21;PC;SECRETARIA;189
124958;192.168.91.23;PC;DIRE?ÄO;189
134155;192.168.91.24;PC;SECRETARIA;189
134156;192.168.91.25;PC;PROFESSORES;189
127172;;MINIPC;LAB;172
127173;;MINIPC;LAB;172
127174;192.168.126.23;MINIPC;LAB;172
127175;192.168.126.55;MINIPC;LAB;172
133992;192.168.126.200;PC;SALA DE AULA;172
133993;192.168.126.201;PC;SALA DE AULA;172
134239;192.168.126.82;PC;LAB;172
134240;;PC;DIRE?ÄO;172
134241;192.168.126.80;PC;LAB;172
134242;192.168.126.89;PC;LAB;172
134243;192.168.126.81;PC;LAB;172
134244;192.168.126.22;PC;SECRETARIA;172
134245;192.168.126.108;PC;LAB;172
134246;192.168.126.83;PC;LAB;172
134247;192.168.126.104;PC;LAB;172
134248;192.168.126.86;PC;SECRETARIA;172
127226;192.168.246.23;MINIPC;DIRE?ÄO;LEONOR MENDES DE BARROS
127227;192.168.246.24;MINIPC;DIRE?ÄO;
127228;192.168.246.22;MINIPC;SECRETARIA;
127229;192.168.246.21;MINIPC;SECRETARIA;
134145;192.168.246.25;PC;DIRE?ÄO;
134146;192.168.246.27;PC;PROFESSORES;
125009;192.168.233.22;PC;SECRETARIA;LUIZ RIBEIRO MUNIZ
125010;192.168.233.23;PC;DIRE?ÄO;
125011;192.168.233.21;PC;SECRETARIA;
125012;192.168.233.20;PC;SECRETARIA;
133864;192.168.233.80;PC;LAB;
133865;192.168.233.81;PC;LAB;
133866;192.168.233.83;PC;LAB;
133867;192.168.233.82;PC;LAB;
133868;;PC;LAB;
133869;192.168.233.85;PC;LAB;
133870;192.168.233.87;PC;LAB;
133871;192.168.233.88;PC;LAB;
133872;192.168.233.89;PC;LAB;
133873;192.168.233.90;PC;LAB;
133874;192.168.233.91;PC;LAB;
133875;192.168.233.92;PC;LAB;
133876;192.168.233.93;PC;LAB;
133877;192.168.233.94;PC;LAB;
133878;192.168.233.86;PC;LAB;
133879;192.168.233.96;PC;LAB;
133880;192.168.233.96;PC;LAB;
133881;192.168.233.97;PC;LAB;
133882;192.168.233.98;PC;LAB;
133883;192.168.233.99;PC;LAB;
133972;192.168.233.200;PC;SALA DE AULA;
133973;192.168.233.201;PC;SALA DE AULA;
133974;192.168.233.217;PC;SALA DE AULA;
133975;192.168.233.203;PC;SALA DE AULA;
133976;192.168.233.204;PC;SALA DE AULA;
133977;192.168.233.205;PC;SALA DE AULA;
133978;192.168.233.206;PC;SALA DE AULA;
133979;192.168.233.207;PC;SALA DE AULA;
133980;192.168.233.208;PC;SALA DE AULA;
133981;192.168.233.209;PC;SALA DE AULA;
134106;192.168.233.36;PC;DIRE?ÄO;
134107;192.168.233.25;PC;DIRE?ÄO;
134108;192.168.233.180;PC;COORDENA?ÄO;
125013;192.168.138.21;PC;SECRETARIA;LUIZ SILVAR DO PRADO
125014;192.168.138.27;PC;SECRETARIA;
125015;;PC;DIRE?ÄO;
125016;192.168.138.188;PC;SALA DE AULA;
125017;192.168.138.31;PC;SALA DE AULA;
125018;192.168.138.60;PC;COORDENA?ÄO;
125019;192.168.138.29;PC;SECRETARIA;
125020;192.168.138.28;PC;DIRE?ÄO;
129879;192.168.138.83;PC;LAB;
129880;;PC;LAB;
129881;192.168.138.72;PC;LAB;
129882;;PC;LAB;
129883;192.168.138.88;PC;LAB;
129884;192.168.138.87;PC;LAB;
129885;192.168.138.115;PC;LAB;
129886;192.168.138.70;PC;LAB;
129887;192.168.138.82;PC;LAB;
129888;192.168.138.74;PC;LAB;
129889;192.168.138.77;PC;LAB;
129890;192.168.138.73;PC;LAB;
129891;192.168.138.71;PC;LAB;
129892;192.168.138.84;PC;LAB;
129893;192.168.138.80;PC;LAB;
129894;192.168.138.75;PC;LAB;
129895;;PC;LAB;
129896;192.168.138.85;PC;LAB;
129897;;PC;LAB;
129898;192.168.138.86;PC;LAB;
133939;192.168.138.219;PC;SALA DE AULA;
133941;192.168.138.202;PC;SALA DE AULA;
133942;192.168.138.202;PC;SALA DE AULA;
133943;192.168.138.223;PC;SALA DE AULA;
133944;192.168.138.199;PC;SALA DE AULA;
133945;192.168.138.131;PC;SALA DE AULA;
133946;192.168.138.226;PC;SALA DE AULA;
134333;192.168.138.211;PC;SALA DE AULA;
134353;192.168.138.215;PC;SALA DE AULA;
134357;192.168.138.212;PC;SALA DE AULA;
134364;192.168.138.214;PC;SALA DE AULA;
134369;192.168.138.213;PC;SALA DE AULA;
127181;192.168.36.25;MINIPC;DIRE?ÄO;LÇCIO JACINTO DOS SANTOS
127182;192.168.36.34;MINIPC;SECRETARIA;
127183;192.168.36.24;MINIPC;SECRETARIA;
127184;192.168.36.58;MINIPC;DIRE?ÄO;
127185;192.168.36.27;MINIPC;COORDENA?ÄO;
127186;192.168.36.32;MINIPC;SECRETARIA;
134105;192.168.36.36;PC;SECRETARIA;
134219;192.168.36.83;PC;LAB;
134220;192.168.36.88;PC;LAB;
134221;192.168.36.96;PC;LAB;
134222;192.168.36.90;PC;LAB;
134223;192.168.36.93;PC;LAB;
134224;192.168.36.95;PC;LAB;
134225;192.168.36.89;PC;LAB;
134226;192.168.36.85;PC;LAB;
134227;192.168.36.99;PC;LAB;
134228;192.168.36.91;PC;LAB;
134229;192.168.36.92;PC;LAB;
134230;192.168.36.87;PC;LAB;
134231;192.168.36.37;PC;LAB;
134232;192.168.36.37;PC;LAB;
134233;192.168.36.84;PC;LAB;
134234;192.168.36.98;PC;LAB;
134235;192.168.36.82;PC;LAB;
134236;192.168.36.94;PC;LAB;
134237;192.168.36.81;PC;LAB;
134238;192.168.36.80;PC;LAB;
125021;192.168.92.25;PC;DIRE?ÄO;MARIA APARECIDA DE CARVALHO
125022;;PC;LAB;
125023;192.168.92.27;PC;DIRE?ÄO;
125024;192.168.92.28;PC;PROFESSORES;
125025;192.168.92.29;PC;SECRETARIA;
125026;192.168.92.40;PC;COORDENA?ÄO;
125027;;PC;LAB;
125028;;PC;LAB;
125029;192.168.92.33;PC;SECRETARIA;
125030;;PC;LAB;
125031;;PC;LAB;
125032;192.168.92.101;PC;LAB;
125033;192.168.92.58;PC;LAB;
125034;192.168.92.52;PC;LAB;
125036;192.168.92.56;PC;LAB;
125037;;PC;LAB;
125038;192.168.92.105;PC;LAB;
125039;192.168.92.119;PC;LAB;
125040;192.168.92.104;PC;LAB;
125041;192.168.92.63;PC;LAB;
125042;192.168.92.200;PC;LAB;
125043;192.168.92.158;PC;LAB;
125044;;PC;LAB;
125045;192.168.92.127;PC;LAB;
125046;;PC;LAB;
125047;192.168.92.201;PC;LAB;
129954;192.168.92.205;PC;LAB;
129955;192.168.92.22;PC;SALA DE AULA;
129956;192.168.92.231;PC;SALA DE AULA;
134029;192.168.92.208;PC;SALA DE AULA;
134030;192.168.92.209;PC;SALA DE AULA;
134031;192.168.92.210;PC;SALA DE AULA;
134032;192.168.92.211;PC;SALA DE AULA;
134033;192.168.92.212;PC;SALA DE AULA;
134034;192.168.92.213;PC;SALA DE AULA;
134035;192.168.92.214;PC;SALA DE AULA;
134036;192.168.92.215;PC;SALA DE AULA;
134037;192.168.92.216;PC;SALA DE AULA;
134038;192.168.92.222;PC;SALA DE AULA;
134039;192.168.92.23;PC;SALA DE AULA;
134040;192.168.92.219;PC;SALA DE AULA;
134042;192.168.92.220;PC;SALA DE AULA;
134044;192.168.92.221;PC;SALA DE AULA;
134045;192.168.92.236;PC;SALA DE AULA;
127187;192.168.22.24;MINIPC;COORDENA?ÄO;MARIA APARECIDA UJIO
127188;192.168.22.22;MINIPC;SECRETARIA;
127189;192.168.22.21;MINIPC;DIRE?ÄO;
127190;192.168.22.23;MINIPC;SECRETARIA;
127191;192.168.22.26;MINIPC;DIRE?ÄO;
127192;192.168.22.25;MINIPC;COORDENA?ÄO;
129922;;PC;LAB;
129923;;PC;LAB;
129924;192.168.22.70;PC;LAB;
129925;;PC;LAB;
129926;;PC;LAB;
129927;;PC;LAB;
129928;;PC;LAB;
129929;;PC;LAB;
129930;;PC;LAB;
129931;;PC;LAB;
129932;;PC;LAB;
129933;;PC;LAB;
129934;;PC;LAB;
129936;;PC;LAB;
129937;;PC;LAB;
129939;;PC;LAB;
129940;;PC;LAB;
129941;;PC;LAB;
129942;;PC;LAB;
129943;;PC;LAB;
133958;192.168.22.220;PC;SALA DE AULA;
133959;192.168.22.231;PC;SALA DE AULA;
133960;192.168.22.204;PC;SALA DE AULA;
133961;192.168.22.205;PC;SALA DE AULA;
133963;192.168.22.200;PC;SALA DE AULA;
133964;192.168.22.202;PC;SALA DE AULA;
133965;192.168.22.201;PC;SALA DE AULA;
133966;ip;PC;SALA DE AULA;
133967;192.168.22.211;PC;SALA DE AULA;
133969;192.168.22.206;PC;SALA DE AULA;
133970;192.168.22.207;PC;SALA DE AULA;
133971;192.168.22.208;PC;SALA DE AULA;
134109;;PC;PROFESSORES;
129872;192.168.82.21;PC;SECRETARIA;MARIA CARLITA SARAIVA GUEDES
129873;192.168.82.25;PC;PROFESSORES;
129874;192.168.82.31;PC;SECRETARIA;
129875;;PC;COORDENA?ÄO;
129876;;PC;DIRE?ÄO;
129877;;PC;SECRETARIA;
129878;192.168.82.22;PC;DIRE?ÄO;
125767;192.168.67.23;PC;PROFESSORES;MARIA DE LOURDES LUCARELLI PEREZ
125768;192.168.67.24;PC;COORDENA?ÄO;
125769;192.168.67.22;PC;SECRETARIA;
125770;;PC;DIRE?ÄO;
125771;192.168.67.26;PC;SALA DE AULA;
125772;192.168.67.21;PC;SECRETARIA;
124967;192.168.92.203;PC;PROFESSORES;MARIA ELMA MANSANO
124968;192.168.92.207;PC;SECRETARIA;
124969;192.168.92.20;PC;SECRETARIA;
124970;192.168.92.204;PC;COORDENA?ÄO;
124971;192.168.92.206;PC;SECRETARIA;
124972;192.168.92.202;PC;DIRE?ÄO;
124973;192.168.92.19;PC;DIRE?ÄO;
127230;192.168.138.106;MINIPC;DIRE?ÄO;MARIA EUGENIA ARANHA CHODOUNSKY 
127231;192.168.138.109;MINIPC;DIRE?ÄO;
127232;192.168.138.104;MINIPC;COORDENA?ÄO;
127233;192.168.138.110;MINIPC;SECRETARIA;
127234;192.168.138.111;MINIPC;PROFESSORES;
127235;192.168.138.107;MINIPC;SECRETARIA;
127236;192.168.138.108;MINIPC;SECRETARIA;
125049;192.168.97.232;PC;LAB;MARIA MORAES DE OLIVEIRA
125050;192.168.97.202;PC;LAB;
125051;192.168.97.201;PC;LAB;
125052;192.168.97.73;PC;LAB;
125053;192.168.97.231;PC;LAB;
125054;192.168.97.30;PC;SECRETARIA;
125055;192.168.97.184;PC;LAB;
125056;192.168.97.203;PC;LAB;
125057;192.168.97.240;PC;LAB;
125059;192.168.97.24;PC;DIRE?ÄO;
125060;192.168.97.70;PC;LAB;
125061;192.168.97.25;PC;DIRE?ÄO;
125062;192.168.97.22;PC;SECRETARIA;
125064;192.168.97.230;PC;LAB;
125066;192.168.97.26;PC;SECRETARIA;
125067;192.168.97.21;PC;DIRE?ÄO;
125068;192.168.97.71;PC;LAB;
125070;192.168.97.23;PC;RECURSOS;
125071;192.168.97.221;PC;LAB;
125072;192.168.97.220;PC;LAB;
133996;192.168.97.96;PC;LAB;
133997;192.168.97.97;PC;SALA DE AULA;
133998;;PC;SALA DE AULA;
133999;192.168.97.99;PC;SALA DE AULA;
134046;192.168.97.46;PC;LAB;
134047;192.168.97.86;PC;SALA DE AULA;
134048;192.168.97.48;PC;SALA DE AULA;
134049;192.168.97.120;PC;SALA DE AULA;
134050;192.168.97.50;PC;SALA DE AULA;
134051;192.168.97.78;PC;LAB;
134052;192.168.97.52;PC;SALA DE AULA;
134053;192.168.97.53;PC;SALA DE AULA;
134054;192.168.97.54;PC;LAB;
134110;192.168.97.72;PC;SALA DE AULA;
127244;192.168.76.25;MINIPC;SECRETARIA;MARIA ONICIE DIAS PEREIRA
127245;192.168.76.22;MINIPC;SECRETARIA;
127246;192.168.76.21;MINIPC;DIRE?ÄO;
127247;192.168.76.24;MINIPC;PROFESSORES;
127248;192.168.76.23;MINIPC;DIRE?ÄO;
134144;192.168.76.27;PC;DIRE?ÄO;
125035;192.168.165.22;PC;COORDENA?ÄO;MARIA THEREZA DE SOUZA CASTRO
125073;192.168.165.23;PC;S;
125074;192.168.165.25;PC;COORDENA?ÄO;
125075;192.168.165.27;PC;SECRETARIA;
125076;192.168.165.21;PC;DIRE?ÄO;
125077;192.168.165.26;PC;DIRE?ÄO;
125078;192.168.165.24;PC;SECRETARIA;
133843;192.168.165.30;PC;PROFESSORES;
134269;;PC;LAB;
134270;;PC;LAB;
134271;;PC;LAB;
134272;;PC;LAB;
134273;;PC;LAB;
134274;;PC;LAB;
134275;;PC;LAB;
134276;;PC;LAB;
134277;;PC;LAB;
134278;;PC;LAB;
134279;;PC;LAB;
134280;;PC;LAB;
134281;;PC;LAB;
134282;;PC;LAB;
134283;;PC;LAB;
134284;;PC;LAB;
134285;;PC;LAB;
134286;;PC;LAB;
134287;;PC;LAB;
134288;;PC;LAB;
127193;192.168.18.94;MINIPC;SECRETARIA;MASAKO SONE
127194;192.168.18.21;MINIPC;COORDENA?ÄO;
133962;192.168.18.200;PC;SALA DE AULA;
134111;192.168.18.22;PC;PROFESSORES;
134112;192.168.18.25;PC;DIRE?ÄO;
134113;192.168.18.23;PC;SECRETARIA;
134163;192.168.18.92;PC;LAB;
134164;192.168.18.91;PC;LAB;
134165;192.168.18.107;PC;LAB;
134166;192.168.18.90;PC;LAB;
134167;192.168.18.89;PC;LAB;
134168;192.168.18.88;PC;LAB;
134169;192.168.18.87;PC;LAB;
134170;192.168.18.24;PC;LAB;
134171;192.168.18.86;PC;LAB;
134172;;PC;LAB;
134173;192.168.18.108;PC;LAB;
134174;;PC;LAB;
134175;;PC;LAB;
134176;;PC;LAB;
134177;192.168.18.208;PC;LAB;
134321;192.168.18.201;PC;SALA DE AULA;
SEM DADOS;;;;MEIMEI
127241;192.168.148.23;MINIPC;DIRE?ÄO;MESSIAS MENDES DE SOUZA
127242;192.168.148.21;MINIPC;DIRE?ÄO;
127243;192.168.148.22;MINIPC;SECRETARIA;
134142;192.168.148.25;PC;SECRETARIA;
134143;;PC;PROFESSORES;
125773;;PC;SECRETARIA;OSWALDO FERREIRA
125774;192.168.57.189;PC;COORDENA?ÄO;
125775;192.168.57.31;PC;Recursos;
125776;192.168.57.25;PC;DIRE?ÄO;
125777;192.168.57.24;PC;DIRE?ÄO;
125778;192.168.57.23;PC;SECRETARIA;
125779;192.168.57.22;PC;SECRETARIA;
125780;192.168.57.30;PC;Recursos;
125781;192.168.57.218;PC;SALA DE AULA;
125782;192.168.57.20;PC;COORDENA?ÄO;
125783;;PC;LAB;
133844;192.168.57.93;PC;LAB;
133845;192.168.57.92;PC;LAB;
133846;;PC;LAB;
133847;;PC;LAB;
133848;192.168.57.81;PC;LAB;
133849;192.168.57.95;PC;LAB;
133850;192.168.57.99;PC;LAB;
133851;192.168.57.96;PC;LAB;
133852;192.168.57.90;PC;LAB;
133853;192.168.57.84;PC;LAB;
133854;;PC;LAB;
133855;;PC;LAB;
133856;192.168.57.91;PC;LAB;
133857;192.168.57.80;PC;LAB;
133858;192.168.57.82;PC;LAB;
133859;192.168.57.85;PC;LAB;
133860;192.168.57.98;PC;LAB;
133861;192.168.57.97;PC;LAB;
133862;;PC;LAB;
133863;192.168.57.89;PC;LAB;
133947;192.168.57.200;PC;SALA DE AULA;
133948;192.168.57.201;PC;SALA DE AULA;
133949;192.168.57.202;PC;SALA DE AULA;
133950;192.168.57.203;PC;SALA DE AULA;
133951;192.168.57.204;PC;SALA DE AULA;
133952;192.168.57.205;PC;SALA DE AULA;
133953;192.168.57.206;PC;SALA DE AULA;
133954;192.168.57.207;PC;SALA DE AULA;
133955;192.168.57.208;PC;SALA DE AULA;
133956;192.168.57.209;PC;SALA DE AULA;
127195;;MINIPC;SECRETARIA;PEDRO JOÄO DE OLIVEIRA
127196;192.168.90.21;MINIPC;SECRETARIA;
127197;;MINIPC;LAB;
127198;192.168.90.22;MINIPC;SECRETARIA;
127199;192.168.90.23;MINIPC;DIRE?ÄO;
127200;192.168.90.24;MINIPC;COORDENA?ÄO;
133825;192.168.90.80;PC;LAB;
133826;192.168.90.81;PC;LAB;
133827;192.168.90.82;PC;LAB;
133828;192.168.90.84;PC;LAB;
133829;;PC;LAB;
133830;192.168.90.85;PC;LAB;
133831;192.168.90.201;PC;SALA DE AULA;
133832;192.168.90.86;PC;LAB;
133833;;PC;LAB;
133834;192.168.90.88;PC;LAB;
133835;192.168.90.98;PC;LAB;
133836;192.168.90.102;PC;LAB;
133837;;PC;LAB;
133838;192.168.90.92;PC;LAB;
133839;192.168.90.93;PC;LAB;
133840;192.168.90.202;PC;SALA DE AULA;
133841;192.168.90.205;PC;SALA DE AULA;
133842;192.168.90.204;PC;SALA DE AULA;
134114;192.168.90.99;PC;LAB;
127237;192.168.89.23;MINIPC;SECRETARIA;REGINA CêLIA SANTOS CHAPIRA BLAUSTEIN
127238;192.168.89.27;MINIPC;SECRETARIA;
127239;192.168.89.21;MINIPC;COORDENA?ÄO;
127240;192.168.89.24;MINIPC;DIRE?ÄO;
134140;192.168.89.26;PC;DIRE?ÄO;
134141;192.168.89.25;PC;PROFESSORES;
127201;192.168.95.24;MINIPC;SECRETARIA;RICARDO LUQUES SAMMARCO SERRA
127202;192.168.95.21;MINIPC;SECRETARIA;
127203;192.168.95.23;MINIPC;DIRE?ÄO;
127204;192.168.95.25;MINIPC;DIRE?ÄO;
127205;192.168.95.50;MINIPC;RECURSOS;
127206;;MINIPC;LAB;
127207;192.168.95.22;MINIPC;COORDENA?ÄO;
127208;192.168.95.30;MINIPC;SECRETARIA;
127209;;MINIPC;COORDENA?ÄO;
129844;;PC;LAB;
129859;;PC;LAB;
129860;;PC;LAB;
129861;192.168.95.195;PC;LAB;
129862;;PC;LAB;
129863;192.168.95.84;PC;LAB;
129864;192.168.95.87;PC;LAB;
129865;;PC;LAB;
129866;;PC;LAB;
129867;;PC;LAB;
129868;;PC;LAB;
129869;;PC;LAB;
129870;192.168.95.82;PC;LAB;
129871;;PC;LAB;
134004;192.168.95.209;PC;SALA DE AULA;
134005;192.168.95.208;PC;SALA DE AULA;
134007;192.168.95.204;PC;SALA DE AULA;
134010;192.168.95.202;PC;SALA DE AULA;
134012;192.168.95.206;PC;SALA DE AULA;
134013;192.168.95.200;PC;SALA DE AULA;
134014;192.168.95.201;PC;SALA DE AULA;
134015;192.168.95.205;PC;SALA DE AULA;
134017;192.168.95.203;PC;SALA DE AULA;
134115;192.168.95.28;PC;PROFESSORES;
134116;;PC;LAB;
134117;;PC;LAB;
134118;;PC;LAB;
134119;192.168.95.97;PC;LAB;
134120;192.168.95.98;PC;LAB;
124959;192.168.25.23;PC;PROFESSORES;SANTINA NARDI MARQUES
124960;192.168.25.24;PC;DIRE?ÄO;
124961;192.168.25.21;PC;SECRETARIA;
124962;192.168.25.22;PC;DIRE?ÄO;
134154;192.168.25.25;PC;COORDENA?ÄO;
SEM DADOS;;;;SANTO ANTONIO
124963;192.168.56.24;PC;DIRE?ÄO;SEVERINO VITORIANO DOS SANTOS
124964;192.168.56.22;PC;SECRETARIA;
124965;192.168.56.23;PC;SECRETARIA;
124966;192.168.56.21;PC;DIRE?ÄO;
134152;192.168.56.26;PC;DIRE?ÄO;
134153;192.168.11.217;PC;PROFESSORES;
122827;192.168.36.22;PC;SECRETARIA;TELMA DO AMARANTE VEIGA SANTOS
122828;192.168.36.23;PC;DIRE?ÄO;
122829;192.168.36.21;PC;COORDENA?ÄO;
134150;192.168.36.33;PC;PROFESSORES;
134151;192.168.36.28;PC;DIRE?ÄO;
124935;192.168.64.24;PC;DIRE?ÄO;THEREZA YANESSE SCHMIDT CARDOZO
124936;192.168.64.21;PC;DIRE?ÄO;
124937;192.168.64.25;PC;SECRETARIA;
124938;192.168.64.22;PC;SECRETARIA;
124940;192.168.64.23;PC;COORDENA?ÄO;
134139;192.168.64.30;PC;PROFESSORES;
127015;192.168.141.24;PC;SECRETARIA;VERA DA SILVA SANTOS
127016;192.168.141.27;PC;SECRETARIA;
127017;192.168.141.21;PC;COORDENA?ÄO;
127018;192.168.141.22;PC;DIRE?ÄO;
127019;192.168.141.23;PC;DIRE?ÄO;
134149;192.168.141.28;PC;PROFESSORES;
125765;192.168.51.22;PC;SECRETARIA;YASUTADA NASU
125766;192.168.51.21;PC;DIRE?ÄO;
134136;192.168.51.25;PC;COORDENA?ÄO;
134137;192.168.51.26;PC;DIRE?ÄO;
134138;192.168.51.27;PC;PROFESSORES;
